SYMBOL_CODE,COMPANY_NAME,SYMBOL_NAME,IndexName,SECTOR_NAME,INDUSTRY,INSTRUMENT
506194,ARIHANT SUPERSTRUCTURES LIMITE,ARIHANTSUP,BSE SmallCapindex,Consumer Discretionary,Realty,Equity
506197,BLISS GVS PHARMA LTD.,BLISSGVS,BSE SmallCapindex,Healthcare,Healthcare,Equity
506222,Styrenix Performance Materials,STYRENIX,BSE SmallCapindex,Commodities,Chemicals,Equity
506235,ALEMBIC LTD.,ALEMBICLTD,BSE SmallCapindex,Consumer Discretionary,Realty,Equity
506285,BAYER CROPSCIENCE LTD.,BAYERCROP,BSE MidCapindex,Commodities,Chemicals,Equity
506390,Heubach Colorants India Limite,HEUBACHIND,BSE SmallCapindex,Commodities,Chemicals,Equity
506395,COROMANDEL INTERNATIONAL LTD.,COROMANDEL,BSE MidCapindex,Commodities,Chemicals,Equity
506401,DEEPAK NITRITE LTD.,DEEPAKNTR,BSE MidCapindex,Commodities,Chemicals,Equity
506480,GOCL Corporation Limited,GOCLCORP,BSE SmallCapindex,Commodities,Chemicals,Equity
506590,PCBL Chemical Limited,PCBL,BSE SmallCapindex,Commodities,Chemicals,Equity
506618,PUNJAB CHEMICALS AND CROP PROT,PUNJABCHEM,BSE SmallCapindex,Commodities,Chemicals,Equity
506642,SADHANA NITROCHEM LTD.,SADHNANIQ,BSE SmallCapindex,Commodities,Chemicals,Equity
506655,SUDARSHAN CHEMICAL INDUSTRIES,SUDARSCHEM,BSE SmallCapindex,Commodities,Chemicals,Equity
506685,ULTRAMARINE & PIGMENTS LTD.,ULTRAMAR,BSE SmallCapindex,Commodities,Chemicals,Equity
506687,TRANSPEK INDUSTRY LTD.,TRANSPEK,BSE SmallCapindex,Commodities,Chemicals,Equity
506690,UNICHEM LABORATORIES LTD.,UNICHEMLAB,BSE SmallCapindex,Healthcare,Healthcare,Equity
506767,ALKYL AMINES CHEMICALS LTD.,ALKYLAMINE,BSE SmallCapindex,Commodities,Chemicals,Equity
506820,ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,BSE SmallCapindex,Healthcare,Healthcare,Equity
506852,Primo Chemicals Limited,PRIMO,BSE SmallCapindex,Commodities,Chemicals,Equity
506854,TANFAC INDUSTRIES LTD.,TANFACIND,BSE SmallCapindex,Commodities,Chemicals,Equity
506879,GUJARAT THEMIS BIOSYN LTD.,GUJTHEM,BSE SmallCapindex,Healthcare,Healthcare,Equity
506943,J.B.CHEMICALS & PHARMACEUTICAL,JBCHEPHARM,BSE SmallCapindex,Healthcare,Healthcare,Equity
507205,TILAKNAGAR INDUSTRIES LTD.,TI,BSE SmallCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
507488,G.M.BREWERIES LTD.,GMBREW,BSE SmallCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
507685,WIPRO LTD.,WIPRO,BSE SENSEX SIXTYindex,Information Technology,Information Technology,Equity
507717,DHANUKA AGRITECH LTD.,DHANUKA,BSE SmallCapindex,Commodities,Chemicals,Equity
507747,TTK HEALTHCARE LTD.,TTKHLTCARE,BSE SmallCapindex,Diversified,Diversified,Equity
507753,TGV SRAAC Limited,TGVSL,BSE SmallCapindex,Commodities,Chemicals,Equity
507815,GILLETTE INDIA LTD.,GILLETTE,BSE MidCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
507880,V.I.P.INDUSTRIES LTD.,VIPIND,BSE SmallCapindex,Consumer Discretionary,Consumer Durables,Equity
508486,HAWKINS COOKERS LTD.,HAWKINCOOK,BSE SmallCapindex,Consumer Discretionary,Consumer Durables,Equity
508814,Cosmo First Limited,COSMOFIRST,BSE SmallCapindex,Industrials,Capital Goods,Equity
508869,APOLLO HOSPITALS ENTERPRISE LT,APOLLOHOSP,BSE SENSEX SIXTYindex,Healthcare,Healthcare,Equity
508906,EVEREST INDUSTRIES LTD.,EVERESTIND,BSE SmallCapindex,Commodities,Construction Materials,Equity
508989,NAVNEET EDUCATION LIMITED,NAVNETEDUL,BSE SmallCapindex,Consumer Discretionary,"Media, Entertainment & Publication",Equity
509079,GUFIC BIOSCIENCES LTD.,GUFICBIO,BSE SmallCapindex,Healthcare,Healthcare,Equity
509243,TVS SRICHAKRA LTD.,TVSSRICHAK,BSE SmallCapindex,Consumer Discretionary,Automobile and Auto Components,Equity
509438,BENARES HOTELS LTD.,BENARAS,BSE SmallCapindex,Consumer Discretionary,Consumer Services,Equity
509480,BERGER PAINTS INDIA LTD.,BERGEPAINT,BSE LargeCapindex,Consumer Discretionary,Consumer Durables,Equity
509488,GRAPHITE INDIA LTD.,GRAPHITE,BSE SmallCapindex,Industrials,Capital Goods,Equity
509496,ITD CEMENTATION INDIA LTD.,ITDCEM,BSE SmallCapindex,Industrials,Construction,Equity
509557,GARWARE TECHNICAL FIBRES LIMIT,GARFIBRES,BSE SmallCapindex,Consumer Discretionary,Textiles,Equity
509631,HEG LTD.,HEG,BSE SmallCapindex,Industrials,Capital Goods,Equity
509675,BIRLANU LIMITED,BIRLANU,BSE SmallCapindex,Consumer Discretionary,Consumer Durables,Equity
509820,HUHTAMAKI INDIA LIMITED,HUHTAMAKI,BSE SmallCapindex,Industrials,Capital Goods,Equity
509874,SHALIMAR PAINTS LTD.,SHALPAINTS,BSE SmallCapindex,Consumer Discretionary,Consumer Durables,Equity
509930,SUPREME INDUSTRIES LTD.,SUPREMEIND,BSE MidCapindex,Industrials,Capital Goods,Equity
509966,VST INDUSTRIES LTD.,VSTIND,BSE SmallCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
511034,JINDAL DRILLING & INDUSTRIES L,JINDRILL,BSE SmallCapindex,Energy,"Oil, Gas & Consumable Fuels",Equity
511076,AEROFLEX ENTERPRISES LIMITED,AEROENTER,BSE SmallCapindex,Industrials,Capital Goods,Equity
511196,CAN FIN HOMES LTD.,CANFINHOME,BSE SmallCapindex,Financial Services,Financial Services,Equity
511218,Shriram Finance Limited,SHRIRAMFIN,BSE SENSEX SIXTYindex,Financial Services,Financial Services,Equity
511243,CHOLAMANDALAM INVESTMENT AND F,CHOLAFIN,BSE SENSEX Next 50index,Financial Services,Financial Services,Equity
511431,VAKRANGEE LIMITED,VAKRANGEE,BSE SmallCapindex,Information Technology,Information Technology,Equity
511551,Monarch Networth Capital Limit,MONARCH,BSE SmallCapindex,Financial Services,Financial Services,Equity
511676,GIC HOUSING FINANCE LTD.,GICHSGFIN,BSE SmallCapindex,Financial Services,Financial Services,Equity
511742,UGRO CAPITAL LIMITED,UGROCAP,BSE SmallCapindex,Financial Services,Financial Services,Equity
511768,MASTER TRUST LTD.,MASTERTR,BSE SmallCapindex,Financial Services,Financial Services,Equity
512068,DECCAN GOLD MINES LTD.,DECNGOLD,BSE SmallCapindex,Commodities,Metals & Mining,Equity
512070,UPL LIMITED,UPL,BSE MidCapindex,Commodities,Chemicals,Equity
512179,SUNTECK REALTY LTD.,SUNTECK,BSE SmallCapindex,Consumer Discretionary,Realty,Equity
512229,VERITAS (INDIA) LTD.,VERITAS,BSE SmallCapindex,Services,Services,Equity
512237,JAI CORP LTD.,JAICORPLTD,BSE SmallCapindex,Industrials,Capital Goods,Equity
512329,SG MART LIMITED,SGMART,BSE SmallCapindex,Industrials,Construction,Equity
512455,LLOYDS METALS AND ENERGY LTD.,LLOYDSME,BSE SmallCapindex,Commodities,Metals & Mining,Equity
512529,SEQUENT SCIENTIFIC LTD.,SEQUENT,BSE SmallCapindex,Healthcare,Healthcare,Equity
512573,AVANTI FEEDS LTD.,AVANTIFEED,BSE SmallCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
512599,ADANI ENTERPRISES LTD.,ADANIENT,BSE SENSEX SIXTYindex,Commodities,Metals & Mining,Equity
513023,NAVA LIMITED,NAVA,BSE SmallCapindex,Utilities,Power,Equity
513097,SHIVALIK BIMETAL CONTROLS LTD.,SBCL,BSE SmallCapindex,Industrials,Capital Goods,Equity
500002,ABB INDIA LIMITED,ABB,BSE India 150index,Industrials,Capital Goods,Equity
500003,AEGIS LOGISTICS LTD.,AEGISLOG,BSE 400 MidSmallCap Indexindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500008,Amara Raja Energy & Mobility L,ARE&M,BSE SmallCap Select Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500027,ATUL LTD.,ATUL,BSE SmallCap Select Indexindex,Commodities,Chemicals,Equity
500034,BAJAJ FINANCE LIMITED,BAJFINANCE,BSE SENSEX SIXTYindex,Financial Services,Financial Services,Equity
500038,BALRAMPUR CHINI MILLS LTD.,BALRAMCHIN,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500040,ADITYA BIRLA REAL ESTATE LIMIT,ABREL,BSE SmallCap Select Indexindex,Commodities,Forest Materials,Equity
500042,BASF INDIA LTD.,BASF,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500043,BATA INDIA LTD.,BATAINDIA,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Durables,Equity
500048,BEML LTD.,BEML,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500049,BHARAT ELECTRONICS LTD.,BEL,BSE SENSEX SIXTYindex,Industrials,Capital Goods,Equity
500067,BLUE STAR LTD.,BLUESTARCO,BSE SmallCap Select Indexindex,Consumer Discretionary,Consumer Durables,Equity
500084,CESC LTD.,CESC,BSE 400 MidSmallCap Indexindex,Utilities,Power,Equity
500085,CHAMBAL FERTILISERS & CHEMICAL,CHAMBLFERT,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500086,EXIDE INDUSTRIES LTD.,EXIDEIND,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500087,CIPLA LTD.,CIPLA,BSE SENSEX NEXT 30index,Healthcare,Healthcare,Equity
500092,CRISIL LTD.,CRISIL,BSE 400 MidSmallCap Indexindex,Financial Services,Financial Services,Equity
500093,CG Power and Industrial Soluti,CGPOWER,BSE MidCap Select Indexindex,Industrials,Capital Goods,Equity
500096,DABUR INDIA LTD.,DABUR,BSE India 150index,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500103,BHARAT HEAVY ELECTRICALS LTD.,BHEL,BSE MidCap Select Indexindex,Industrials,Capital Goods,Equity
500104,HINDUSTAN PETROLEUM CORPORATIO,HINDPETRO,BSE MidCap Select Indexindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500106,IFCI LTD.,IFCI,BSE 400 MidSmallCap Indexindex,Financial Services,Financial Services,Equity
500109,MANGALORE REFINERY & PETROCHEM,MRPL,BSE 400 MidSmallCap Indexindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500110,CHENNAI PETROLEUM CORPORATION,CHENNPETRO,BSE 400 MidSmallCap Indexindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500112,STATE BANK OF INDIA,SBIN,BSE SENSEX SIXTYindex,Financial Services,Financial Services,Equity
500113,STEEL AUTHORITY OF INDIA LTD.,SAIL,BSE 400 MidSmallCap Indexindex,Commodities,Metals & Mining,Equity
500114,TITAN COMPANY LIMITED,TITAN,BSE SENSEX SIXTYindex,Consumer Discretionary,Consumer Durables,Equity
500116,IDBI BANK LTD.,IDBI,BSE 250 LargeMidCap Indexindex,Financial Services,Financial Services,Equity
500124,DR.REDDYS LABORATORIES LTD.,DRREDDY,BSE SENSEX NEXT 30index,Healthcare,Healthcare,Equity
500125,E.I.D.-PARRY (INDIA) LTD.,EIDPARRY,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500126,PROCTER & GAMBLE HEALTH LIMITE,PGHL,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
500133,ESAB INDIA LTD.,ESABINDIA,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500144,FINOLEX CABLES LTD.,FINCABLES,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500163,GODFREY PHILLIPS INDIA LTD.,GODFRYPHLP,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500164,GODREJ INDUSTRIES LTD.,GODREJIND,BSE 400 MidSmallCap Indexindex,Diversified,Diversified,Equity
500165,KANSAI NEROLAC PAINTS LTD.,KANSAINER,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Durables,Equity
500180,HDFC BANK LTD.,HDFCBANK,BSE SENSEX SIXTYindex,Financial Services,Financial Services,Equity
500182,HERO MOTOCORP LTD.,HEROMOTOCO,BSE LargeCapindex,Consumer Discretionary,Automobile and Auto Components,Equity
500183,HFCL LIMITED,HFCL,BSE SmallCap Select Indexindex,Telecommunication,Telecommunication,Equity
500184,Himadri Speciality Chemical Lt,HSCL,BSE SmallCap Select Indexindex,Commodities,Chemicals,Equity
500188,HINDUSTAN ZINC LTD.,HINDZINC,BSE 250 LargeMidCap Indexindex,Commodities,Metals & Mining,Equity
500209,INFOSYS LTD.,INFY,BSE SENSEX SIXTYindex,Information Technology,Information Technology,Equity
500210,INGERSOLL-RAND (INDIA) LTD.,INGERRAND,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500228,JSW STEEL LTD.,JSWSTEEL,BSE SENSEX NEXT 30index,Commodities,Metals & Mining,Equity
500233,KAJARIA CERAMICS LTD.,KAJARIACER,BSE SmallCap Select Indexindex,Consumer Discretionary,Consumer Durables,Equity
500238,WHIRLPOOL OF INDIA LTD.,WHIRLPOOL,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Durables,Equity
500241,KIRLOSKAR BROTHERS LTD.,KIRLOSBROS,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500247,KOTAK MAHINDRA BANK LTD.,KOTAKBANK,BSE SENSEX SIXTYindex,Financial Services,Financial Services,Equity
500251,TRENT LTD.,TRENT,BSE SENSEX SIXTYindex,Consumer Discretionary,Consumer Services,Equity
500252,LMW Limited,LMW,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500253,LIC HOUSING FINANCE LTD.,LICHSGFIN,BSE India 150index,Financial Services,Financial Services,Equity
500257,LUPIN LTD.,LUPIN,BSE MidCapindex,Healthcare,Healthcare,Equity
500260,THE RAMCO CEMENTS LIMITED,RAMCOCEM,BSE 400 MidSmallCap Indexindex,Commodities,Construction Materials,Equity
500265,MAHARASHTRA SEAMLESS LTD.,MAHSEAMLES,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500266,MAHARASHTRA SCOOTERS LTD.,MAHSCOOTER,BSE 400 MidSmallCap Indexindex,Financial Services,Financial Services,Equity
500271,Max Financial Services Limited,MFSL,BSE India 150index,Financial Services,Financial Services,Equity
500290,MRF LTD.,MRF,BSE India 150index,Consumer Discretionary,Automobile and Auto Components,Equity
500294,NCC LIMITED,NCC,BSE SmallCap Select Indexindex,Industrials,Construction,Equity
500295,VEDANTA LIMITED,VEDL,BSE SENSEX Next 50index,Commodities,Metals & Mining,Equity
500300,GRASIM INDUSTRIES LTD.,GRASIM,BSE SENSEX NEXT 30index,Commodities,Construction Materials,Equity
500302,PIRAMAL ENTERPRISES LTD.,PEL,BSE 400 MidSmallCap Indexindex,Financial Services,Financial Services,Equity
500312,OIL AND NATURAL GAS CORPORATIO,ONGC,BSE SENSEX NEXT 30index,Energy,"Oil, Gas & Consumable Fuels",Equity
500325,RELIANCE INDUSTRIES LTD.,RELIANCE,BSE SENSEX SIXTYindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500331,PIDILITE INDUSTRIES LTD.,PIDILITIND,BSE LargeCapindex,Commodities,Chemicals,Equity
500335,BIRLA CORPORATION LTD.,BIRLACORPN,BSE 400 MidSmallCap Indexindex,Commodities,Construction Materials,Equity
500368,Patanjali Foods Limited,PATANJALI,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500378,JINDAL SAW LTD.,JINDALSAW,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500380,JK LAKSHMI CEMENT LTD.,JKLAKSHMI,BSE 400 MidSmallCap Indexindex,Commodities,Construction Materials,Equity
500387,SHREE CEMENT LTD.,SHREECEM,BSE LargeCapindex,Commodities,Construction Materials,Equity
500400,TATA POWER CO.LTD.,TATAPOWER,BSE SENSEX Next 50index,Utilities,Power,Equity
500403,SUNDRAM FASTENERS LTD.,SUNDRMFAST,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500405,SUPREME PETROCHEM LTD.,SPLPETRO,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500408,TATA ELXSI LTD.,TATAELXSI,BSE India 150index,Information Technology,Information Technology,Equity
500410,ACC LTD.,ACC,BSE 400 MidSmallCap Indexindex,Commodities,Construction Materials,Equity
500411,THERMAX LTD.,THERMAX,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500420,TORRENT PHARMACEUTICALS LTD.,TORNTPHARM,BSE MidCap Select Indexindex,Healthcare,Healthcare,Equity
500425,AMBUJA CEMENTS LTD.,AMBUJACEM,BSE LargeCapindex,Commodities,Construction Materials,Equity
500440,HINDALCO INDUSTRIES LTD.,HINDALCO,BSE SENSEX NEXT 30index,Commodities,Metals & Mining,Equity
500459,PROCTER & GAMBLE HYGIENE & HEA,PGHH,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500469,FEDERAL BANK LTD.,FEDERALBNK,BSE MidCapindex,Financial Services,Financial Services,Equity
500470,TATA STEEL LTD.,TATASTEEL,BSE SENSEX SIXTYindex,Commodities,Metals & Mining,Equity
500472,SKF INDIA LTD.,SKFINDIA,BSE SmallCap Select Indexindex,Industrials,Capital Goods,Equity
500477,ASHOK LEYLAND LTD.,ASHOKLEY,BSE MidCap Select Indexindex,Industrials,Capital Goods,Equity
500480,CUMMINS INDIA LTD.,CUMMINSIND,BSE MidCapindex,Industrials,Capital Goods,Equity
500483,TATA COMMUNICATIONS LTD.,TATACOMM,BSE India 150index,Telecommunication,Telecommunication,Equity
500488,ABBOTT INDIA LTD.,ABBOTINDIA,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
500490,BAJAJ HOLDINGS & INVESTMENT LT,BAJAJHLDNG,BSE LargeCapindex,Financial Services,Financial Services,Equity
500493,BHARAT FORGE LTD.,BHARATFORG,BSE MidCap Select Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500495,Escorts Kubota Limited,ESCORTS,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
500510,LARSEN & TOUBRO LTD.,LT,BSE SENSEX SIXTYindex,Industrials,Construction,Equity
500520,MAHINDRA & MAHINDRA LTD.,M&M,BSE SENSEX SIXTYindex,Consumer Discretionary,Automobile and Auto Components,Equity
500530,BOSCH LTD.,BOSCHLTD,BSE India 150index,Consumer Discretionary,Automobile and Auto Components,Equity
500547,BHARAT PETROLEUM CORPORATION L,BPCL,BSE LargeCapindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500550,SIEMENS LTD.,SIEMENS,BSE India 150index,Industrials,Capital Goods,Equity
500570,TATA MOTORS LTD.,TATAMOTORS,BSE SENSEX SIXTYindex,Consumer Discretionary,Automobile and Auto Components,Equity
500575,VOLTAS LTD.,VOLTAS,BSE MidCap Select Indexindex,Consumer Discretionary,Consumer Durables,Equity
500620,GREAT EASTERN SHIPPING CO.LTD.,GESHIP,BSE SmallCap Select Indexindex,Services,Services,Equity
500645,DEEPAK FERTILISERS & PETROCHEM,DEEPAKFERT,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500660,GLAXOSMITHKLINE PHARMACEUTICAL,GLAXO,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
500670,GUJARAT NARMADA VALLEY FERTILI,GNFC,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500674,SANOFI INDIA LTD,SANOFI,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
500680,PFIZER LTD.,PFIZER,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
500690,GUJARAT STATE FERTILIZERS & CH,GSFC,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
500696,HINDUSTAN UNILEVER LTD.,HINDUNILVR,BSE SENSEX SIXTYindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500710,AKZO NOBEL INDIA LIMITED,AKZOINDIA,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Durables,Equity
500770,TATA CHEMICALS LTD.,TATACHEM,BSE SmallCap Select Indexindex,Commodities,Chemicals,Equity
500790,NESTLE INDIA LTD.,NESTLEIND,BSE SENSEX NEXT 30index,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500800,TATA CONSUMER PRODUCTS LIMITED,TATACONSUM,BSE SENSEX NEXT 30index,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500820,ASIAN PAINTS LTD.,ASIANPAINT,BSE SENSEX SIXTYindex,Consumer Discretionary,Consumer Durables,Equity
500825,BRITANNIA INDUSTRIES LTD.,BRITANNIA,BSE SENSEX Next 50index,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500830,COLGATE-PALMOLIVE (INDIA) LTD.,COLPAL,BSE MidCapindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500840,EIH LTD.,EIHOTEL,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Services,Equity
500850,INDIAN HOTELS CO.LTD.,INDHOTEL,BSE SENSEX Next 50index,Consumer Discretionary,Consumer Services,Equity
500870,CASTROL INDIA LTD.,CASTROLIND,BSE 400 MidSmallCap Indexindex,Energy,"Oil, Gas & Consumable Fuels",Equity
500875,ITC LTD.,ITC,BSE SENSEX SIXTYindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
500877,APOLLO TYRES LTD.,APOLLOTYRE,BSE SmallCap Select Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500878,CEAT LTD.,CEATLTD,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
500940,FINOLEX INDUSTRIES LTD.,FINPIPE,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
501301,TATA INVESTMENT CORPORATION LT,TATAINVEST,BSE 400 MidSmallCap Indexindex,Financial Services,Financial Services,Equity
501425,BOMBAY BURMAH TRADING CORP.LTD,BBTC,BSE 400 MidSmallCap Indexindex,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Equity
502355,BALKRISHNA INDUSTRIES LTD.,BALKRISIND,BSE India 150index,Consumer Discretionary,Automobile and Auto Components,Equity
502986,VARDHMAN TEXTILES LTD.,VTL,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Textiles,Equity
503100,THE PHOENIX MILLS LTD,PHOENIXLTD,BSE MidCap Select Indexindex,Consumer Discretionary,Realty,Equity
503310,SWAN ENERGY LTD.,SWANENERGY,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
503806,SRF LTD.,SRF,BSE LargeCapindex,Commodities,Chemicals,Equity
504067,ZENSAR TECHNOLOGIES LTD.,ZENSARTECH,BSE 400 MidSmallCap Indexindex,Information Technology,Information Technology,Equity
504614,SARDA ENERGY & MINERALS LTD.,SARDAEN,BSE 400 MidSmallCap Indexindex,Commodities,Metals & Mining,Equity
504973,CHOLAMANDALAM FINANCIAL HOLDIN,CHOLAHLDNG,BSE SmallCap Select Indexindex,Financial Services,Financial Services,Equity
505200,EICHER MOTORS LTD.,EICHERMOT,BSE SENSEX NEXT 30index,Consumer Discretionary,Automobile and Auto Components,Equity
505533,WESTLIFE FOODWORLD LIMITED,WESTLIFE,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Consumer Services,Equity
505537,ZEE ENTERTAINMENT ENTERPRISES,ZEEL,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,"Media, Entertainment & Publication",Equity
505790,Schaeffler India Limited,SCHAEFFLER,BSE 400 MidSmallCap Indexindex,Consumer Discretionary,Automobile and Auto Components,Equity
506076,GRINDWELL NORTON LTD.,GRINDWELL,BSE 400 MidSmallCap Indexindex,Industrials,Capital Goods,Equity
506285,BAYER CROPSCIENCE LTD.,BAYERCROP,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
506395,COROMANDEL INTERNATIONAL LTD.,COROMANDEL,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
506401,DEEPAK NITRITE LTD.,DEEPAKNTR,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
506590,PCBL Chemical Limited,PCBL,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
506767,ALKYL AMINES CHEMICALS LTD.,ALKYLAMINE,BSE 400 MidSmallCap Indexindex,Commodities,Chemicals,Equity
506820,ASTRAZENECA PHARMA INDIA LTD.,ASTRAZEN,BSE 400 MidSmallCap Indexindex,Healthcare,Healthcare,Equity
506943,J.B.CHEMICALS & PHARMACEUTICAL,JBCHEPHARM,BSE SmallCap Select Indexindex,Healthcare,Healthcare,Equity
507685,WIPRO LTD.,WIPRO,BSE SENSEX NEXT 30index,Information Technology,Information Technology,Equity
